"school_name","year","impact","impact_recovery_category"
"School 8163",2023,-7.62,
"School 8167",2023,-6.32,
"School 8206",2023,5.59,
"School 8225",2023,4.38,
"School 8229",2023,-12.14,
"School 8230",2023,6.35,
"School 8231",2023,6.76,
"School 8242",2023,-7.42,
"School 8317",2023,-18.85,"Large Impact/Poor Recovery"
"School 8318",2023,6.08,
"School 8321",2023,-12.66,"Large Impact/Poor Recovery"
"School 8323",2023,-0.89,
"School 8325",2023,0.39,
"School 8339",2023,-9.26,
"School 8345",2023,15.96,
"School 8349",2023,7.24,
"School 8361",2023,-11.32,
"School 8365",2023,3.73,
"School 8369",2023,7.93,
"School 8381",2023,-7.16,
"School 8434",2023,-0.79,
"School 8445",2023,14.37,
"School 8461",2023,-2.06,
"School 8477",2023,-0.5,
"School 8481",2023,4.95,
"School 8485",2023,-0.01,"Large Impact/Poor Recovery"
"School 8510",2023,-3.11,
"School 8511",2023,-11.05,
"School 8525",2023,-2.5,
"School 8549",2023,9.02,
"School 8607",2023,-4.8,
"School 8625",2023,-5.55,
"School 8645",2023,-6.7,
"School 8651",2023,0.47,
"School 8655",2023,-18.78,
"School 8656",2023,-9.34,
"School 8657",2023,5.14,
"School 8694",2023,12.99,
"School 8706",2023,-4.54,"Large Impact/Poor Recovery"
"School 8737",2023,2.28,
"School 8760",2023,-8.22,"Large Impact/Poor Recovery"
"School 8764",2023,-0.5,
"School 8771",2023,-5.46,
"School 8775",2023,11.17,
"School 8777",2023,15.47,
"School 8793",2023,11.62,
"School 8801",2023,-3.33,
"School 8813",2023,8.46,
"School 8817",2023,15.68,
"School 8819",2023,11.2,
"School 8861",2023,1.26,
"School 8864",2023,4.34,
"School 8904",2023,14.33,
"School 8906",2023,8.87,
"School 8869",2023,5.94,
"School 8985",2023,8.75,
"School 8989",2023,-13.62,
"School 8982",2023,-4.27,
"School 8983",2023,-5.1,
"School 8928",2023,-7.04,
"School 8929",2023,-5.37,
"School 9001",2023,2.88,
"School 9057",2023,-14.54,
"School 9058",2023,-6.22,
"School 9081",2023,11.98,
"School 9085",2023,0.99,
"School 9088",2023,13.01,"Minimal Impact/Large Recovery"
"School 9093",2023,-4.18,
"School 9098",2023,-9.91,
"School 9119",2023,-14.1,"Large Impact/Poor Recovery"
"School 9122",2023,-1.15,
"School 9153",2023,-13.7,
"School 9163",2023,-11.84,
"School 9193",2023,-25.12,"Large Impact/Poor Recovery"
"School 9197",2023,7.33,
"School 9178",2023,2.34,
"School 9180",2023,0.68,
"School 9186",2023,-13.24,
"School 4894",2023,5.94,
"School C435",2023,10.45,
"School C665",2023,-3.39,
"School B215",2023,1.76,
"School D415",2023,-8.32,
"School A145",2023,0.43,
"School A180",2023,-1.99,
"School C774",2023,7.01,
"School 1537",2023,-9.33,
"School 5741",2023,-1.9,"Large Impact/Poor Recovery"
"School 5868",2023,-4.19,"Large Impact/Poor Recovery"
"School 4164",2023,1.95,
"School 5523",2023,22.4,
"School 5508",2023,10.23,
"School 4043",2023,3.06,
"School 4486",2023,-5.75,
"School 5837",2023,4.43,
"School 7944",2023,-1.77,
"School 7562",2023,-3.53,
"School 7563",2023,-12.56,"Large Impact/Poor Recovery"
"School B771",2023,-4.57,
"School C275",2023,-2.35,
"School D485",2023,7.5,
